"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"478","Cucurbita_pepo",43.33,-4.26,"CWR_OCC","H","Bioversity","PI 512802","2018911","","Cucurbita","Spain","Caberon De La sal","cultivated"
"479","Cucurbita_pepo",47.641667,-122.303333,"CWR_OCC","H","CPNWH","382693","2487712","","Cucurbita","United States","","wild"
"480","Cucurbita_pepo",32.73335,-117.14387,"CWR_OCC","H","Bioversity","","2891827","","Cucurbita","United States","   By road  Florida Street Canyon  San Diego.",""
"481","Cucurbita_pepo",-19.18,-64.91,"CWR_OCC","H","Bioversity","","2018716","","Cucurbita","Bolivia","Villavilla","cultivated"
"482","Cucurbita_pepo",27.55,90.75,"CWR_OCC","H","Bioversity","PI 481621","2018674","","Cucurbita","Bhutan","Jakar  Bumthang","cultivated"
"483","Cucurbita_pepo",-19.11,-64.7,"CWR_OCC","H","Bioversity","","2018725","","Cucurbita","Bolivia","Pupahuyco","cultivated"
"484","Cucurbita_pepo",-15.083333,-45.683333,"CWR_OCC","H","Bioversity","74054","2461770","","Cucurbita","Brazil","Brasil. Bahia. Estiva. QUINTAL DE D. MARLUCE.",""
"485","Cucurbita_pepo",26.5,-107.33,"CWR_OCC","H","Bioversity","PI 511977","2018850","","Cucurbita","Mexico","Baborigame  65 km N of Guadalupe y Calvo","cultivated"
"486","Cucurbita_pepo",10.987778,-74.954722,"CWR_OCC","H","Bioversity","235004","2718161","","Cucurbita","Colombia","Puerto Colombia. Barranquilla and vicinity",""
"487","Cucurbita_pepo",27,31.5,"CWR_OCC","H","Bioversity","PI 525169","2018827","","Cucurbita","Egypt","El Manshah","cultivated"
"488","Cucurbita_pepo",28.41,-108.41,"CWR_OCC","H","Bioversity","PI 511981","2018854","","Cucurbita","Mexico","Yepachic","cultivated"
"489","Cucurbita_pepo",-19.15,-64.68,"CWR_OCC","H","Bioversity","","2018726","","Cucurbita","Bolivia","Coilolo","cultivated"
"490","Cucurbita_pepo",40.36,-1.46,"CWR_OCC","H","Bioversity","PI 512700","2018575","","Cucurbita","Spain","1.5 km E of Albarracin","cultivated"
"491","Cucurbita_pepo",-17.61,27.36,"CWR_OCC","H","Bioversity","","2018958","","Cucurbita","Zimbabwe","Binga","cultivated"
"492","Cucurbita_pepo",28.13,-17.23,"CWR_OCC","H","Bioversity","PI 537502","2018878","","Cucurbita","Spain","La Gomera","cultivated"
"493","Cucurbita_pepo",39.56,-0.33,"CWR_OCC","H","Bioversity","PI 512873","2018598","","Cucurbita","Spain","Muserds","cultivated"
"494","Cucurbita_pepo",41.1,20.53,"CWR_OCC","H","Bioversity","PEP 1589;172018","2018966","","Cucurbita","Albania","20 km S of Peshkopi","cultivated"
"495","Cucurbita_pepo",41.56,2.26,"CWR_OCC","H","Bioversity","PI 512764","2018892","","Cucurbita","Spain","Torello","cultivated"
"496","Cucurbita_pepo",33.48,36.28,"CWR_OCC","H","Bioversity","PI 534634","2018818","","Cucurbita","Syria","6 km SW of Damascus","cultivated"
"497","Cucurbita_pepo",16.737877,-92.638189,"CWR_OCC","H","Bioversity","","2142254","","Cucurbita","Mexico","Mexico : Chiapas : San Cristobal de las Casas",""
"498","Cucurbita_pepo",47.641667,-122.303333,"CWR_OCC","H","CPNWH","382695","2487711","","Cucurbita","United States","","wild"
"499","Cucurbita_pepo",38.895,-77.03666667,"CWR_OCC","H","Bioversity","","3348534","","Cucurbita","United States","",""
"500","Cucurbita_pepo",-29.16666667,136.6666667,"CWR_OCC","H","AVH","","75601","","Cucurbita","Australia","",""
"501","Cucurbita_pepo",6.41,-72.5,"CWR_OCC","H","Bioversity","","2018709","","Cucurbita","Colombia","Alisal","cultivated"
"502","Cucurbita_pepo",35.7,36.05,"CWR_OCC","H","Bioversity","PI 534572","2018807","","Cucurbita","Syria","36 km E of Latakia","cultivated"
"503","Cucurbita_pepo",40.03,-6.11,"CWR_OCC","H","Bioversity","PI 512788","2018902","","Cucurbita","Spain","3 km toward Hoyos","cultivated"
"504","Cucurbita_pepo",42.2,2.2,"CWR_OCC","H","Bioversity","PI 512664","2018860","","Cucurbita","Spain","2 km Ripoll to Puigcerda","cultivated"
"505","Cucurbita_pepo",19.45,-98.11,"CWR_OCC","H","Bioversity","","2018660","","Cucurbita","Mexico","","cultivated"
"506","Cucurbita_pepo",33.51,36.3,"CWR_OCC","H","Bioversity","PI 534635","2018819","","Cucurbita","Syria","1 km E of Babsharki","cultivated"
"507","Cucurbita_pepo",-19.16,-65.25,"CWR_OCC","H","Bioversity","","2018711","","Cucurbita","Bolivia","Yotala","cultivated"
"508","Cucurbita_pepo",21.9661076,-159.5737912,"CWR_OCC","H","Bioversity","","3348538","","Cucurbita","United States","",""
"509","Cucurbita_pepo",32.73335,-117.14387,"CWR_OCC","H","Bioversity","","3034393","","Cucurbita","United States","   By road  Florida Street Canyon  San Diego.",""
"510","Cucurbita_pepo",40.08,-1.26,"CWR_OCC","H","Bioversity","PI 512846","2018938","","Cucurbita","Spain","Ademuz","cultivated"
"511","Cucurbita_pepo",-26.77,-48.973889,"GBIF","H","Bioversity","1302654571","1302654571","UNKNOWN","Cucurbita","BR","","cultivated"
"512","Cucurbita_pepo",40.03,-1.26,"CWR_OCC","H","Bioversity","PI 512851","2018940","","Cucurbita","Spain","Casas Altas","cultivated"
"513","Cucurbita_pepo",15.36,-89.66,"CWR_OCC","H","Bioversity","","2018772","","Cucurbita","Guatemala","Tinajas Panzos","cultivated"
"514","Cucurbita_pepo",40.01,-5.1,"CWR_OCC","H","Bioversity","PI 512796","2018900","","Cucurbita","Spain","2 km N of Garganta De La Olla","cultivated"
"515","Cucurbita_pepo",14.88,-89.58,"CWR_OCC","H","Bioversity","","2018751","","Cucurbita","Guatemala","San Felipe en San Jorge","cultivated"
"516","Cucurbita_pepo",8.816667,40.516667,"CWR_OCC","H","Bioversity","","2819813","","Cucurbita","Ethiopia","",""
"517","Cucurbita_pepo",20.48,-98.89,"CWR_OCC","H","Bioversity","","2018622","","Cucurbita","Mexico","","cultivated"
"518","Cucurbita_pepo",20.48,-98.89,"CWR_OCC","H","Bioversity","","2018623","","Cucurbita","Mexico","","cultivated"
"519","Cucurbita_pepo",-17.61,27.36,"CWR_OCC","H","Bioversity","PI 526249","2018956","","Cucurbita","Zimbabwe","Binga","cultivated"
"520","Cucurbita_pepo",-22.5,150.1666667,"CWR_OCC","H","AVH","","75594","","Cucurbita","Australia","",""
"521","Cucurbita_pepo",-23.83333333,151,"CWR_OCC","H","AVH","","75593","","Cucurbita","Australia","",""
"522","Cucurbita_pepo",-31.5,115.6666667,"CWR_OCC","H","AVH","","75599","","Cucurbita","Australia","",""
"523","Cucurbita_pepo",-27.66666667,140.8333333,"CWR_OCC","H","AVH","","75600","","Cucurbita","Australia","",""
"524","Cucurbita_pepo",-27.66666667,153.3333333,"CWR_OCC","H","AVH","","75596","","Cucurbita","Australia","",""
"525","Cucurbita_pepo",41.16,0.95,"CWR_OCC","H","Bioversity","PI 512776","2018587","","Cucurbita","Spain","Rio De Canar","cultivated"
"526","Cucurbita_pepo",39.96,-0.28,"CWR_OCC","H","Bioversity","PI 512884","2018600","","Cucurbita","Spain","5 km E Onda to Villareal","cultivated"
"527","Cucurbita_pepo",-20.9175738,142.7027956,"CWR_OCC","H","AVH","","75595","","Cucurbita","Australia","",""
"528","Cucurbita_pepo",41.05,0.5,"CWR_OCC","H","Bioversity","PI 512760","2018594","","Cucurbita","Spain","Miravet","cultivated"
"529","Cucurbita_pepo",41.16,0.8,"CWR_OCC","H","Bioversity","PI 512771","2018584","","Cucurbita","Spain","2 km Talset","cultivated"
"530","Cucurbita_pepo",40.36,-1.53,"CWR_OCC","H","Bioversity","PI 512701","2018576","","Cucurbita","Spain","Torres de Albarracin","cultivated"
"531","Cucurbita_pepo",41.16,0.8,"CWR_OCC","H","Bioversity","PI 512772","2018585","","Cucurbita","Spain","2 km Talset","cultivated"
"532","Cucurbita_pepo",39.56,-0.33,"CWR_OCC","H","Bioversity","PI 512873","2018598","","Cucurbita","Spain","Muserds","cultivated"
"533","Cucurbita_pepo",37.16,-3.66,"CWR_OCC","H","Bioversity","PI 512720","2018579","","Cucurbita","Spain","4 km N of Purchil","cultivated"
"534","Cucurbita_pepo",30,31.21,"CWR_OCC","H","Bioversity","PI 525181","2018574","","Cucurbita","Egypt","Horticulture Research Institute  Giza","cultivated"
"535","Cucurbita_pepo",-31.5,115.6666667,"CWR_OCC","H","AVH","","75599","","Cucurbita","Australia","",""
