"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"120","Cucurbita_pepo_subsp._ovifera_var._ovifera",36.9681,-3.18889,"GBIF","H","ESP027","210242659","210242659","PRESERVED_SPECIMEN","Cucurbita","ES","Alcutar  Berchules  province of Granada","cultivated"
"121","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.000327,-94.696173,"GBIF","H","KU","176922423","176922423","PRESERVED_SPECIMEN","Cucurbita","US","Baxter Springs  2 mi SE","cultivated"
"122","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.1736,-3.66444,"GBIF","H","ESP026","210242657","210242657","PRESERVED_SPECIMEN","Cucurbita","ES","Purchil  Vegas del Genil  province of Granada","cultivated"
"123","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.2536,-4.91306,"GBIF","H","ESP027","210242665","210242665","PRESERVED_SPECIMEN","Cucurbita","ES","Gilena  province of Sevilla","cultivated"
"124","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.345,-89.50055,"GBIF","H","MO","1260955907","1260955907","PRESERVED_SPECIMEN","Cucurbita","US","Ca. 1/8 mi S of State Highway 177  W of Hobbs Chapel on E outskirts of Cape Girardeau banks of Juden Creek; single large plant on creek bank  the leaves all withered","cultivated"
"125","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.3775,-6.97222,"GBIF","H","ESP026","210242697","210242697","PRESERVED_SPECIMEN","Cucurbita","ES","Gibraleon  province of Huelva","cultivated"
"126","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.3894,-4.77083,"GBIF","H","ESP026","210242658","210242658","PRESERVED_SPECIMEN","Cucurbita","ES","Puente Genil  province of Cordoba","cultivated"
"127","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.4722,-4.44528,"GBIF","H","ESP026","210242706","210242706","PRESERVED_SPECIMEN","Cucurbita","ES","Cabra  province of Cordoba","cultivated"
"128","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.5736,-6.75222,"GBIF","H","ESP026","210242696","210242696","PRESERVED_SPECIMEN","Cucurbita","ES","Valverde del Camino  province of Huelva","cultivated"
"129","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.5736,-6.75222,"GBIF","H","ESP026","210242667","210242667","PRESERVED_SPECIMEN","Cucurbita","ES","Valverde del Camino  province of Huelva","cultivated"
"130","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.5764,-1.66972,"GBIF","H","ESP026","210242698","210242698","PRESERVED_SPECIMEN","Cucurbita","ES","Altobordo  Lorca  province of Murcia","cultivated"
"131","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.5964,-2.26528,"GBIF","H","ESP026","210242675","210242675","PRESERVED_SPECIMEN","Cucurbita","ES","Chirivel  province of Almeria","cultivated"
